0	1	2	3
tensão	-0.8	0.74833	[-1, 0, -1, -1, -1, -2, 1, -1, -1, -1]
tensionado	-0.4	1.11355	[-2, 0, -1, 2, -1, 0, -1, -1, -1, 1]
tensor	-1.6	0.8	[-1, -3, -2, -2, -2, 0, -1, -2, -1, -2]
tensores	-0.9	1.04403	[-1, 0, -2, -2, -1, 1, -2, 0, 0, -2]
tensionamento	-1.4	1.0198	[-1, -1, -1, -1, 0, -2, -3, -3, 0, -2]
sem tensão	0.6	0.8	[1, 1, 1, -1, 0, 0, 0, 2, 1, 1]
tensões	-1.7	0.78102	[-1, -3, -1, -1, -2, -2, -3, -1, -2, -1]
terrível	-2.1	0.9434	[-1, -3, -2, -1, -3, -1, -2, -2, -4, -2]
terribilidade	-1.9	1.81384	[3, -3, -3, -3, -3, -1, -2, -1, -3, -3]
terriblenesses	-2.6	0.4899	[-2, -3, -3, -2, -3, -2, -2, -3, -3, -3]
terrivelmente	-2.6	0.4899	[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]
fantástico	2.1	1.81384	[4, 3, 4, 1, -1, -1, 4, 2, 2, 3]
terrivelmente	1.7	1.95192	[2, 2, 4, 2, 3, 3, -2, 3, -2, 2]
aterrorizado	-3.0	0.63246	[-2, -3, -3, -3, -4, -3, -4, -2, -3, -3]
aterroriza	-2.6	1.0198	[-2, -4, -3, -3, -4, -1, -2, -3, -1, -3]
aterrorizar	-2.3	0.78102	[-3, -3, -2, -2, -1, -4, -2, -2, -2, -2]
aterrador	-2.7	0.78102	[-4, -3, -3, -2, -2, -2, -4, -2, -3, -2]
terror	-2.4	1.2	[-3, -4, -2, -1, 0, -4, -3, -2, -2, -3]
aterrorizar	-3.1	0.83066	[-2, -3, -4, -4, -3, -3, -2, -4, -2, -4]
aterrorizado	-3.3	0.64031	[-3, -3, -4, -3, -2, -4, -4, -3, -4, -3]
aterroriza	-3.3	0.45826	[-3, -3, -4, -3, -3, -4, -4, -3, -3, -3]
aterrorizante	-3.0	0.44721	[-3, -3, -3, -3, -2, -3, -4, -3, -3, -3]
terrorismo	-3.6	0.4899	[-4, -3, -4, -4, -4, -3, -3, -4, -3, -4]
os terroristas	-3.2	0.6	[-4, -4, -4, -3, -3, -3, -2, -3, -3, -3]
terrorista	-3.7	0.45826	[-4, -3, -4, -4, -4, -3, -4, -4, -3, -4]
terrorista	-3.3	0.78102	[-4, -3, -2, -3, -4, -3, -4, -2, -4, -4]
terroristas	-3.1	0.9434	[-3, -4, -2, -2, -4, -2, -2, -4, -4, -4]
aterrorização	-2.7	0.9	[-4, -4, -3, -2, -2, -4, -2, -2, -2, -2]
aterrorizar	-3.3	0.78102	[-4, -4, -3, -3, -4, -2, -2, -4, -3, -4]
aterrorizado	-3.1	0.7	[-2, -3, -2, -4, -4, -4, -3, -3, -3, -3]
aterroriza	-3.1	0.53852	[-2, -3, -3, -4, -3, -4, -3, -3, -3, -3]
aterrorizante	-3.0	1.0	[-3, -1, -4, -4, -4, -3, -2, -3, -2, -4]
sem terror	0.9	1.04403	[-2, 2, 1, 2, 1, 1, 1, 1, 1, 1]
terrores	-2.6	0.4899	[-2, -3, -3, -3, -2, -2, -3, -2, -3, -3]
obrigado	1.5	0.92195	[3, 1, 1, 0, 1, 1, 2, 3, 1, 2]
agradecido	1.9	1.22066	[1, 3, 1, 1, 1, 1, 4, 4, 2, 1]
agradecido	2.7	0.78102	[4, 2, 2, 3, 2, 4, 3, 3, 2, 2]
agradecido	1.9	0.53852	[2, 2, 1, 2, 2, 2, 1, 2, 3, 2]
obrigado	2.0	1.0	[3, 1, 1, 4, 1, 2, 2, 2, 3, 1]
felizmente	1.8	0.6	[2, 1, 2, 1, 2, 3, 2, 2, 1, 2]
gratidão	2.1	1.44568	[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]
obrigado	1.9	1.04403	[1, 1, 1, 1, 3, 2, 1, 4, 3, 2]
ladrão	-2.4	0.66332	[-3, -2, -2, -2, -2, -4, -2, -2, -3, -2]
ladrão	-2.2	0.4	[-2, -2, -2, -3, -2, -2, -3, -2, -2, -2]
roubado	-1.4	1.28062	[-1, -2, -3, -1, -2, 2, -2, -1, -2, -2]
roubos	-2.1	0.53852	[-2, -3, -2, -3, -1, -2, -2, -2, -2, -2]
roubo	-2.0	0.89443	[-2, -2, -2, -1, -1, -3, -1, -2, -4, -2]
ladrões	-2.3	0.78102	[-3, -2, -2, -4, -1, -2, -2, -2, -3, -2]
espinhoso	-1.1	0.83066	[1, -1, -1, -1, -1, -1, -1, -2, -2, -2]
pensativo	1.6	0.4899	[2, 2, 1, 1, 1, 1, 2, 2, 2, 2]
pensativamente	1.7	0.64031	[2, 1, 1, 3, 1, 2, 1, 2, 2, 2]
consideração	1.9	0.53852	[1, 2, 1, 2, 2, 3, 2, 2, 2, 2]
irreflectido	-2.0	0.63246	[-2, -1, -3, -3, -2, -1, -2, -2, -2, -2]
ameaça	-2.4	0.66332	[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]
ameaçar	-1.6	1.56205	[-4, -1, -3, -2, 1, -3, -1, 1, -2, -2]
ameaçado	-2.0	0.63246	[-2, -2, -3, -2, -2, -1, -2, -3, -1, -2]
ameaçador	-1.4	1.68523	[-2, -2, -3, -2, 3, 0, -2, -3, -1, -2]
ameaçadores	-1.8	0.74833	[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]
ameaçador	-2.4	0.8	[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]
ameaçadoramente	-2.2	0.6	[-2, -2, -2, -2, -2, -2, -2, -2, -4, -2]
ameaça	-1.6	1.56205	[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]
ameaçando	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]
ameaças	-1.8	0.74833	[-1, -1, -1, -2, -2, -2, -3, -3, -2, -1]
emoção	1.5	1.11803	[2, 2, 2, 0, 1, -1, 2, 3, 2, 2]
entusiasmado	1.9	1.81384	[3, -1, 3, 3, 1, -2, 3, 3, 3, 3]
thriller	0.4	1.2	[0, 0, 3, 1, 1, -2, 0, 1, 0, 0]
thrillers	0.1	0.83066	[0, 2, 0, 0, 0, -1, 0, -1, 0, 1]
entusiasmante	2.1	1.04403	[3, 0, 2, 3, 1, 3, 3, 2, 1, 3]
de forma emocionante	2.0	0.7746	[0, 2, 2, 3, 3, 2, 2, 2, 2, 2]
emoções	1.5	0.92195	[2, 3, 1, 2, 0, 2, 1, 0, 2, 2]
frustrado	-0.1	1.75784	[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]
frustrar	-0.7	0.78102	[0, 0, -1, -1, -1, -2, 1, -1, -1, -1]
thwarts	-0.4	1.28062	[-2, 0, 0, -2, 0, 1, 2, 0, -1, -2]
ticked	-1.8	0.6	[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]
tímido	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -2, -1, -1, -1]
timider	-1.0	0.44721	[-1, -2, -1, -1, -1, 0, -1, -1, -1, -1]
mais tímido	-0.9	0.7	[0, -1, 0, -1, 0, -1, -1, -2, -1, -2]
timidezes	-0.7	0.64031	[-1, -1, -1, 0, -2, 0, -1, 0, 0, -1]
timidez	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -2, -2, -1, -1]
timidamente	-0.7	0.78102	[0, -1, -1, -1, -1, 1, 0, -1, -2, -1]
timidez	-1.0	0.89443	[-1, -2, -1, 0, -1, -2, 1, -2, -1, -1]
timoratos	-0.8	0.9798	[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]
cansado	-1.9	0.7	[-2, -1, -2, -3, -2, -3, -1, -1, -2, -2]
tetas	-0.9	0.53852	[-1, -1, -2, -1, -1, -1, 0, -1, 0, -1]
tolerância	1.2	1.53623	[2, 3, 2, 2, -2, 1, 1, 3, -1, 1]
tolerâncias	0.3	0.9	[-1, 1, 0, 0, 1, 2, 0, -1, 1, 0]
tolerante	1.1	0.53852	[1, 2, 1, 1, 1, 1, 1, 1, 0, 2]
tolerantemente	0.4	1.2	[0, 1, 1, 1, 0, -3, 1, 1, 1, 1]
toothless	-1.4	1.0198	[-1, -4, -1, -2, -1, 0, -1, -2, -1, -1]
topo	0.8	0.87178	[1, 3, 1, 1, 1, 0, 0, 1, 0, 0]
tops	2.3	1.00499	[3, 3, 3, 0, 2, 2, 3, 3, 1, 3]
rasgado	-1.0	1.0	[-1, -1, -1, 0, -1, -1, -3, -2, 1, -1]
tortura	-2.9	1.51327	[-4, -4, -3, -4, 1, -2, -3, -2, -4, -4]
torturado	-2.6	1.0198	[-4, -1, -2, -2, -4, -3, -2, -2, -4, -2]
torturador	-2.3	1.18743	[-4, -1, -1, -2, -4, -1, -2, -2, -4, -2]
torturadores	-3.5	0.67082	[-4, -4, -3, -3, -4, -4, -4, -2, -3, -4]
torturas	-2.5	0.92195	[-2, -3, -2, -4, -1, -3, -2, -4, -2, -2]
torturando	-3.0	0.89443	[-4, -4, -4, -2, -3, -2, -4, -2, -2, -3]
tortuoso	-2.7	0.78102	[-3, -3, -1, -3, -4, -2, -2, -3, -3, -3]
tortuosamente	-2.2	1.6	[2, -3, -3, -2, -3, -2, -4, -3, -1, -3]
totalitário	-2.1	1.3	[0, -4, -3, 0, -3, -2, -3, -1, -2, -3]
totalitarismo	-2.7	1.18743	[-2, -3, 0, -4, -2, -4, -4, -2, -3, -3]
duro	-0.5	1.43178	[0, -2, 0, 0, 1, 2, -1, -2, -3, 0]
tocou	0.7	0.64031	[1, 1, 0, 1, 1, 0, 2, 1, 0, 0]
endurecer	0.1	1.04403	[0, 0, 1, 0, 1, 0, 2, 0, -2, -1]
endurecido	0.1	0.53852	[1, 0, 0, 0, 0, -1, 1, 0, 0, 0]
endurecimento	0.9	0.83066	[0, 2, 2, 1, 1, 0, 1, 0, 0, 2]
endurece	-0.2	1.16619	[1, -1, 0, 1, 0, -2, -2, 1, -1, 1]
mais duro	0.7	1.00499	[1, 1, -1, 0, 2, 0, 2, 2, 0, 0]
mais duro	-0.3	1.84662	[2, 1, -1, -3, 0, -2, 2, -2, 2, -2]
toughie	-0.7	0.64031	[-1, 1, 0, -1, -1, -1, -1, -1, -1, -1]
duros	-0.6	0.66332	[-1, -1, -1, 0, 0, -1, 1, -1, -1, -1]
endurecimento	-0.5	1.20416	[-1, 0, -2, 0, 0, -2, 2, 0, -2, 0]
duro	-1.0	1.0	[0, -1, 0, -2, -2, -1, 1, -2, -2, -1]
duramente	-1.1	0.83066	[-1, 0, 0, -1, 0, -1, -2, -2, -2, -2]
dureza	-0.2	1.07703	[0, 0, -1, -2, 0, 1, 1, 1, -2, 0]
testemunhos duros	0.3	1.18743	[1, 2, -1, 0, 1, 1, -2, 1, -1, 1]
duros	-0.8	1.16619	[0, 0, -1, 0, -1, -3, -2, 1, 0, -2]
duro	-0.5	1.11803	[-1, -2, -1, 0, -1, -1, 1, -1, 2, -1]
tout	-0.5	0.67082	[-1, 0, -2, -1, 0, 0, -1, 0, 0, 0]
tocou	-0.2	0.9798	[-1, 2, 0, -2, -1, 0, 0, 0, 0, 0]
touting	-0.7	0.64031	[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]
touts	-0.1	0.7	[1, 1, 0, -1, 0, -1, -1, 0, 0, 0]
tragedian	-0.5	0.67082	[-2, 0, -1, 0, 0, -1, 0, -1, 0, 0]
tragedians	-1.0	1.18322	[-1, 0, -2, -1, 0, -3, 0, 0, 0, -3]
tragedienne	-0.4	0.4899	[0, 0, -1, -1, 0, 0, -1, -1, 0, 0]
tragediennes	-1.4	1.28062	[0, -3, 0, -1, -3, 0, -2, -3, 0, -2]
tragédias	-1.9	1.86815	[-3, -4, -2, 2, -3, -4, -2, 1, -2, -2]
tragédia	-3.4	1.0198	[-4, -4, -4, -4, -2, -3, -1, -4, -4, -4]
trágico	-2.0	1.94936	[-1, -3, -4, -3, -3, -4, -2, 1, 2, -3]
trágico	-2.4	1.11355	[-3, -3, -3, -2, -1, -3, -4, -3, 0, -2]
tragicamente	-2.7	1.48661	[-4, -4, -4, -2, -1, -4, -1, 0, -3, -4]
tragicomédia	0.2	0.9798	[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]
tragicómica	-0.2	0.74833	[0, -1, 1, 0, 0, 0, -2, 0, 0, 0]
trágicos	-2.2	0.74833	[-3, -2, -4, -1, -2, -2, -2, -2, -2, -2]
tranquilo	0.2	1.77764	[2, 1, -1, 2, -3, 3, -1, 1, -1, -1]
mais tranquilo	1.9	0.7	[2, 1, 2, 2, 3, 3, 2, 2, 1, 1]
mais tranquilo	1.6	1.35647	[1, 2, 2, 2, 0, 2, -1, 4, 3, 1]
tranquilidades	1.5	1.36015	[3, 2, 4, -1, 1, 0, 2, 2, 1, 1]
tranquilidade	1.8	1.16619	[3, 2, 1, 2, 3, 4, 1, 1, 1, 0]
tranquilizar	0.3	1.00499	[0, -2, 1, -1, 1, 1, 1, 0, 1, 1]
tranquilizado	-0.2	1.32665	[-2, 0, 1, 0, 1, 2, 0, -2, -2, 0]
tranquilizante	-0.1	0.9434	[0, 1, -1, 0, -1, 0, -2, 1, 1, 0]
tranquilizantes	-0.4	0.8	[0, 0, 0, -2, -1, -1, -1, 1, 0, 0]
tranquiliza	-0.1	0.9434	[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]
tranquilizante	-0.5	0.67082	[-1, 0, 0, -1, -1, -1, 1, 0, -1, -1]
mais sossegado	0.8	1.4	[1, 1, 2, 3, 1, 1, 0, -1, -2, 2]
instalações tranquilas	0.5	1.20416	[-2, 1, 2, 0, 2, 1, 0, -1, 1, 1]
tranquilidade	1.8	1.07703	[1, 2, 2, 2, 3, 3, 2, -1, 2, 2]
tranquilizado	-0.2	1.07703	[0, 1, 0, 0, -3, 0, 1, 0, -1, 0]
tranquilizante	-0.1	0.7	[0, 1, 0, 0, -1, 0, 1, 0, -1, -1]
tranquilizantes	-0.2	0.74833	[0, 0, 0, -2, 1, 0, 0, 0, -1, 0]
tranquiliza	0.1	0.7	[-1, -1, 0, 0, 1, 1, 1, 0, 0, 0]
tranquilizante	0.8	0.87178	[1, 2, 0, 2, 0, 0, 2, 0, 0, 1]
tranquilamente	1.2	0.87178	[2, 2, 1, 2, -1, 2, 1, 1, 1, 1]
tranquilidade	1.5	1.20416	[3, 3, 1, 2, 2, 2, 0, -1, 1, 2]
armadilha	-1.3	0.78102	[-1, -1, -2, 0, -1, -1, -2, -1, -1, -3]
encurralado	-2.4	0.91652	[-3, -2, -3, -1, -3, -1, -2, -2, -4, -3]
trauma	-1.8	1.249	[-2, -2, -3, -1, -2, 1, -2, -4, -1, -2]
traumas	-2.2	1.6	[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]
traumata	-1.7	1.34536	[-2, -3, -2, 0, -2, 1, -4, -2, -1, -2]
traumático	-2.7	1.00499	[-2, -4, -2, -1, -4, -3, -2, -3, -4, -2]
traumaticamente	-2.8	0.6	[-4, -2, -3, -2, -2, -3, -3, -3, -3, -3]
traumatizar	-2.8	0.6	[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]
traumatizado	-2.4	0.91652	[-4, -4, -2, -2, -1, -2, -3, -2, -2, -2]
traumatises	-2.2	0.87178	[-3, -4, -2, -2, -1, -2, -3, -1, -2, -2]
traumatizante	-1.9	1.86815	[-3, -3, -3, -1, -3, 1, -4, -2, 2, -3]
traumatismo	-2.4	0.4899	[-3, -2, -3, -2, -2, -2, -2, -3, -3, -2]
traumatização	-3.0	1.0	[-4, -4, -4, -2, -2, -2, -4, -4, -2, -2]
traumatizações	-2.2	1.16619	[-3, -2, -4, 0, -1, -2, -4, -2, -2, -2]
traumatizar	-2.4	0.66332	[-3, -3, -2, -4, -2, -2, -2, -2, -2, -2]
traumatizado	-1.7	1.41774	[-1, -2, -2, -2, 2, -4, -2, -2, -2, -2]
traumatiza	-1.4	1.42829	[-2, -1, -2, -2, 2, -4, -1, -2, -1, -1]
traumatizante	-2.3	1.61555	[-4, -2, -2, -3, -2, -4, -4, 1, 0, -3]
travesti	-2.7	1.48661	[-3, -4, 0, -2, -4, -3, -4, 0, -3, -4]
traição	-1.9	1.75784	[-3, -3, -2, -3, -3, 1, -2, -3, -3, 2]
traiçoeiras	-2.7	1.34536	[-3, -3, -3, -4, -3, -4, -2, 1, -3, -3]
tesouro	2.5	0.67082	[2, 3, 3, 3, 2, 4, 2, 2, 2, 2]
tesouro	1.2	1.16619	[3, 1, 3, 2, 0, 2, 1, 0, 0, 0]
estimado	2.6	0.66332	[3, 3, 2, 3, 3, 2, 1, 3, 3, 3]
tesoureiro	0.5	0.67082	[1, 0, 0, 0, 1, 0, 0, 0, 1, 2]
tesoureiros	0.4	0.66332	[0, 0, 0, 0, 1, 1, 2, 0, 0, 0]
Tesouraria	0.4	0.66332	[0, 0, 2, 0, 1, 0, 1, 0, 0, 0]
tesourarias	1.2	0.87178	[2, 0, 2, 0, 2, 1, 2, 2, 1, 0]
tesouros	1.8	1.32665	[3, 3, 0, 1, 1, 4, 0, 3, 2, 1]
tesouros	0.9	1.04403	[0, 0, 1, 3, 2, 2, 0, 1, 0, 0]
tesouro	2.1	0.7	[2, 1, 3, 1, 3, 2, 2, 2, 2, 3]
tesouraria	0.8	1.07703	[2, 3, 0, 0, 0, 0, 0, 1, 2, 0]
tratar	1.7	0.78102	[2, 2, 2, 0, 2, 1, 3, 2, 1, 2]
tremer	-1.1	1.3	[-2, 0, -1, -2, -2, -2, 2, 0, -2, -2]
tremeu	-1.1	1.22066	[-1, 1, -1, -2, -2, -1, -3, -2, 1, -1]
tremor	-0.6	1.28062	[-2, -2, -1, 0, -1, 2, 1, -2, -1, 0]
tremores	-1.0	0.63246	[-2, 0, -1, -1, 0, -2, -1, -1, -1, -1]
treme	-0.1	1.51327	[-1, -2, -1, 0, -1, 2, 2, -2, 2, 0]
tremendo	-1.5	0.92195	[-3, 0, -1, -3, -1, -1, -1, -2, -1, -2]
tremer	-1.2	0.87178	[-2, 0, -1, -2, -2, -1, 0, 0, -2, -2]
tremuloso	-1.0	1.09545	[-1, -2, -1, -1, -1, -1, 2, -2, -2, -1]
truque	-0.2	1.32665	[-1, 1, -2, -2, -1, 2, 0, 1, 1, -1]
enganado	-0.6	0.91652	[-1, -1, -1, -1, 2, 0, -1, -1, -1, -1]
tricker	-0.9	0.83066	[-2, 0, -1, -1, 1, -2, -1, -1, -1, -1]
truques	-1.2	1.46969	[-2, -2, -1, -2, -1, 2, 1, -2, -3, -2]
trickers	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
estratagema	-1.1	1.51327	[1, -1, -1, -2, -3, -2, -3, 2, -1, -1]
truque	-0.4	1.0198	[1, -1, 0, -1, -1, 1, -2, -1, 1, -1]
mais complicado	-0.7	0.78102	[-1, -1, -1, 0, 1, -1, -1, -1, 0, -2]
mais complicado	-1.2	0.6	[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]
enganosamente	-0.8	0.74833	[0, 1, -1, -1, -1, -1, -1, -1, -2, -1]
traquinice	-1.2	0.9798	[-2, -1, -1, -2, -1, -2, 1, 0, -2, -2]
trapaças	-0.4	1.0198	[0, 2, 0, -2, -1, -1, 0, 0, -1, -1]
enganar	0.1	1.37477	[0, -2, 2, -1, 2, -2, 0, 1, 1, 0]
truque	-1.0	0.44721	[-1, -2, 0, -1, -1, -1, -1, -1, -1, -1]
de forma traiçoeira	-0.7	1.55242	[-3, -2, -1, 2, -1, 2, -2, -1, 0, -1]
traquinice	-0.4	1.28062	[-1, 1, -2, -1, -1, -1, 0, -2, 1, 2]
gotejado	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
trickledown	-0.7	0.64031	[0, -1, 0, -1, -2, 0, 0, -1, -1, -1]
escorrega	0.2	0.4	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
enganar	-0.2	0.9798	[0, 0, -1, -2, -1, 2, 0, 0, 0, 0]
enganosamente	-0.3	0.45826	[0, 0, -1, 0, 0, 0, 0, -1, 0, -1]
truques	-0.5	0.67082	[0, 0, -1, -1, 1, -1, -1, 0, -1, -1]
tricksier	-0.5	0.67082	[-1, -1, 1, 0, -1, 0, 0, -1, -1, -1]
manha	-1.0	0.89443	[0, 0, -1, -1, -1, 0, -1, -2, -3, -1]
enganador	-0.9	0.83066	[-1, -2, 0, -1, -2, -1, -1, 1, -1, -1]
trapaceiros	-1.3	0.9	[-1, -2, -1, -2, 1, -2, -2, -1, -1, -2]
traiçoeiro	-0.8	0.9798	[-1, -1, -2, -1, 2, -1, -1, -1, -1, -1]
complicado	-0.6	0.66332	[0, 0, -1, -1, 1, -1, -1, -1, -1, -1]
banal	-0.8	0.4	[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]
triunfo	2.1	1.04403	[2, 4, 3, 3, 1, 3, 1, 2, 1, 1]
triunfante	2.0	0.63246	[2, 3, 3, 2, 1, 2, 1, 2, 2, 2]
triunfalismos	1.9	0.9434	[2, 1, 2, 2, 2, 0, 2, 2, 4, 2]
triunfalista	0.5	1.20416	[1, 1, 2, 2, -1, -2, 0, 1, 0, 1]
triunfalistas	0.9	1.64012	[1, -1, 0, 0, 1, 3, -2, 3, 1, 3]
triunfante	2.4	0.91652	[2, 3, 3, 3, 4, 1, 2, 1, 3, 2]
triunfantemente	2.3	1.00499	[3, 3, 3, 3, 1, 0, 3, 2, 2, 3]
triunfou	2.2	1.4	[2, 3, 3, 3, 4, 3, 1, 1, -1, 3]
triunfante	2.3	0.64031	[2, 2, 3, 2, 2, 3, 2, 3, 1, 3]
triunfos	2.0	1.41421	[3, 2, 3, 3, 3, 1, -1, 1, 1, 4]
trivial	-0.1	0.83066	[0, -1, -1, 0, 1, 0, 1, -1, 1, -1]
trivializar	-0.8	1.16619	[-3, -1, -2, 0, 1, -1, -1, 1, -1, -1]
trivializado	-0.8	1.6	[-2, 0, -2, 1, -1, 0, 1, 1, -4, -2]
trivializa	-1.1	0.53852	[-1, -1, -1, 0, -1, -1, -1, -2, -2, -1]
trivializando	-1.4	0.66332	[-2, -1, -2, -1, 0, -1, -2, -1, -2, -2]
trivialidades	-1.0	0.63246	[-2, -2, -1, -1, -1, 0, 0, -1, -1, -1]
trivialidade	-0.5	1.11803	[-1, -1, -2, 0, -1, -1, 2, -1, 1, -1]
trivialização	-0.9	1.04403	[-1, 2, -1, -1, -2, -2, -1, -1, -1, -1]
trivializações	-0.7	1.18743	[-2, -1, -1, -2, 1, -1, -1, -1, 2, -1]
trivializar	-1.1	0.53852	[0, -2, -2, -1, -1, -1, -1, -1, -1, -1]
trivializado	-0.6	0.8	[-1, -1, 0, 0, -1, -1, 1, -1, 0, -2]
trivializa	-1.0	0.7746	[-1, -1, -1, 0, -1, 0, -1, -1, -1, -3]
trivializando	-0.6	1.95959	[-1, -1, -2, -1, -1, 2, -2, -4, 1, 3]
trivialmente	0.4	1.56205	[-1, -1, -1, -1, 0, 3, 0, 2, 3, 0]
trivium	-0.3	0.64031	[0, 0, -2, 0, 0, 0, 0, -1, 0, 0]
problemas	-1.7	0.64031	[-2, -2, -1, -1, -3, -2, -1, -2, -1, -2]
perturbado	-2.0	0.44721	[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]
causador de problemas	-2.0	0.63246	[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]
desordeiros	-2.2	0.74833	[-3, -3, -3, -1, -3, -1, -2, -2, -2, -2]
causando problemas	-1.8	0.6	[-2, -1, -1, -2, -2, -2, -3, -2, -1, -2]
trovador	-1.4	0.4899	[-1, -1, -2, -1, -1, -1, -2, -2, -2, -1]
trovadores	-1.9	0.3	[-2, -2, -2, -2, -1, -2, -2, -2, -2, -2]
problemas	-2.0	0.44721	[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]
resolução de problemas	0.8	0.9798	[0, 0, 0, 2, 2, 2, 2, 0, 0, 0]
solucionador de problemas	1.0	0.89443	[0, 0, 0, 1, 2, 2, 0, 1, 2, 2]
solucionadores de problemas	0.8	0.87178	[0, 0, 1, 2, 0, 1, 0, 2, 2, 0]
resolução de problemas	0.7	1.34536	[0, 2, 1, 1, -1, 2, 0, 2, -2, 2]
resolução de problemas	0.5	0.92195	[1, -1, 0, 0, 0, 0, 1, 0, 2, 2]
problemático	-2.3	0.78102	[-3, -2, -3, -2, -3, -3, -1, -2, -1, -3]
desordenadamente	-1.8	0.6	[-3, -1, -2, -2, -1, -2, -2, -2, -2, -1]
desordeiros	-1.9	0.7	[-2, -1, -2, -3, -2, -3, -1, -2, -1, -2]
perturbador	-2.5	0.67082	[-3, -3, -3, -3, -1, -2, -3, -2, -3, -2]
problemática	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -2, -3, -1, -2]
perturbadoramente	-2.1	1.22066	[-2, -3, -3, -3, -2, -1, 1, -2, -3, -3]
veracidade	2.1	0.9434	[2, 1, 1, 3, 3, 4, 2, 1, 2, 2]
mais verdadeiro	1.5	0.67082	[1, 2, 1, 2, 1, 1, 2, 1, 3, 1]
mais verdadeiro	1.9	0.83066	[2, 2, 2, 3, 3, 0, 2, 1, 2, 2]
verdadeiramente	1.9	0.9434	[4, 3, 1, 2, 2, 1, 1, 1, 2, 2]
confiança	2.3	1.26886	[0, 4, 3, 3, 4, 1, 2, 2, 1, 3]
fiabilidade	2.1	0.7	[1, 3, 3, 2, 2, 2, 1, 3, 2, 2]
confiável	2.3	0.45826	[2, 2, 3, 2, 2, 3, 3, 2, 2, 2]
trustbuster	-0.5	1.28452	[-3, -1, 0, 0, 0, 0, -2, 0, 2, -1]
de confiança	2.1	0.9434	[3, 2, 2, 1, 4, 1, 2, 2, 3, 1]
fiduciário	1.0	0.89443	[2, 2, 0, 1, 1, 0, 2, 0, 2, 0]
fideicomissários	0.3	0.64031	[0, 1, 0, 0, 2, 0, 0, 0, 0, 0]
gestão fiduciária	0.5	0.67082	[0, 1, 1, 0, 0, 1, 0, 0, 2, 0]
fideicomissos	0.6	1.0198	[3, 0, 0, 0, 0, 0, 0, 2, 1, 0]
truster	1.9	1.3	[2, 2, 1, 1, 4, 0, 3, 1, 4, 1]
confiante	2.1	0.9434	[1, 2, 2, 1, 2, 2, 1, 3, 3, 4]
fidedignamente	1.5	0.67082	[2, 1, 2, 1, 1, 3, 1, 2, 1, 1]
confiança	2.1	0.83066	[3, 2, 3, 2, 3, 2, 2, 2, 0, 2]
trustier	1.3	1.1	[1, 1, 1, 2, 0, 0, 3, 0, 3, 2]
fideicomissos	1.0	0.7746	[1, 1, 0, 2, 1, 0, 2, 0, 1, 2]
mais fiável	2.2	0.87178	[3, 2, 2, 3, 2, 2, 4, 1, 1, 2]
fidedignamente	1.6	0.91652	[2, 0, 3, 1, 2, 1, 1, 1, 2, 3]
confiança	1.6	0.91652	[2, 3, 0, 1, 2, 2, 2, 2, 0, 2]
confiança	1.7	1.00499	[3, 0, 1, 2, 3, 0, 2, 2, 2, 2]
com toda a confiança	1.6	0.91652	[3, 1, 2, 3, 2, 2, 0, 1, 1, 1]
confiança	1.6	1.2	[1, 2, 1, 3, 2, 1, 4, 2, 0, 0]
sem confiança	-2.3	0.78102	[-2, -4, -3, -2, -2, -3, -2, -2, -1, -2]
trustor	0.4	0.66332	[2, 0, 0, 1, 0, 0, 0, 1, 0, 0]
fideicomissários	1.2	0.87178	[0, 0, 2, 1, 1, 2, 2, 2, 0, 2]
confia	2.1	0.53852	[2, 2, 2, 2, 1, 2, 2, 3, 2, 3]
fidedignamente	2.3	0.9	[3, 1, 2, 2, 2, 1, 3, 4, 3, 2]
fidedignidade	1.8	0.74833	[2, 1, 3, 1, 2, 2, 1, 2, 3, 1]
